"","datasetName","Year","Month","individualCount","vernacularName","geometry"
"2620","MARITIMES SPRING RESEARCH VESSEL SURVEY","2019","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.472833, 42.620333)
"2621","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2012","07",NA,NA,c(-67.1053, 44.1427)
"2622",NA,"2001","10",NA,"squid long finned",c(-68.1264001145373, 44.2918000084892)
"2623",NA,"2011","05",NA,"squid long finned",c(-67.7533585331814, 44.3940000217534)
"2624",NA,"2016","10",NA,"squid long finned",c(-69.739090109187, 43.7493000089847)
"2625",NA,"2013","05",NA,"squid long finned",c(-68.0560450935749, 43.9977000087913)
"2626",NA,"2016","05",NA,"squid long finned",c(-68.2958751555069, 44.0980550118)
"2627","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"2628",NA,"2007","06",NA,"squid long finned",c(-67.6975254372323, 44.3629952969835)
"2629","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2011","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.271333, 42.219667)
"2630",NA,"2017","10",NA,"squid long finned",c(-69.8923103326187, 43.6935750597045)
"2631",NA,"2011","11",NA,"squid long finned",c(-67.7108504432124, 44.3608252902265)
"2632",NA,"2016","10",NA,"squid long finned",c(-69.6956598092593, 43.7244900170578)
"2633","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.425667, 42.362)
"2634",NA,"2009","06",NA,"squid long finned",c(-67.7238148522129, 44.4632400109963)
"2635",NA,"2009","10",NA,"squid long finned",c(-70.2116000193075, 43.4967300038507)
"2636","MARITIMES SPRING RESEARCH VESSEL SURVEY","2019","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.472833, 42.620333)
"2637",NA,"2008","10",NA,"squid long finned",c(-69.3589003770144, 43.7588250566941)
"2638",NA,"2019","10",NA,"squid long finned",c(-68.4564978603078, 43.9995149549934)
"2639","MARITIMES SPRING RESEARCH VESSEL SURVEY","2019","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.754833, 42.272833)
"2640",NA,"2013","10",NA,"squid long finned",c(-68.1633245675868, 44.361060070474)
"2641",NA,"2014","10",NA,"squid long finned",c(-68.7850349562188, 43.9334802438431)
"2642",NA,"2013","10",NA,"squid long finned",c(-69.8668854746205, 43.6061001387318)
"2643","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.299167, 42.728167)
"2644",NA,"2009","06",NA,"squid long finned",c(-67.5774605327908, 44.4111352878058)
"2645",NA,"2017","05",NA,"squid long finned",c(-69.4864801714658, 43.8329450143662)
"2646",NA,"2002","10",NA,"squid long finned",c(-70.1438353885303, 43.6712400922948)
"2647","MARITIMES SPRING RESEARCH VESSEL SURVEY","2017","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-68.7895, 42.113667)
"2648","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.342, 44.208833)
"2649","MARITIMES SPRING RESEARCH VESSEL SURVEY","2013","02",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.988833, 42.204333)
"2650",NA,"2014","10",NA,"squid long finned",c(-69.9070253984422, 43.6634650827053)
"2651","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.114167, 42.826)
"2652","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.746, 42.908333)
"2653",NA,"2011","06",NA,"squid long finned",c(-67.0961421203504, 44.6506168070938)
"2654","MARITIMES SPRING RESEARCH VESSEL SURVEY","2013","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-68.847833, 42.057667)
"2655",NA,"2000","11",NA,"squid long finned",c(-68.3118505221586, 44.0468504000386)
"2656","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"2657",NA,"2009","10",NA,"squid long finned",c(-68.2560904422676, 44.0121053016175)
"2658","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.265667, 42.738667)
"2659","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.128333, 44.551833)
"2660","MARITIMES SPRING RESEARCH VESSEL SURVEY","2013","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-68.847833, 42.057667)
"2661","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.362667, 44.103833)
"2662",NA,"2007","10","12",NA,c(-67.65503, 44.28426)
"2663","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"2664","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.519333, 42.878667)
"2665",NA,"2016","09",NA,"squid long finned",c(-70.2388102450403, 43.4123800369882)
"2666",NA,"2005","11",NA,"squid long finned",c(-67.2838306428293, 44.5938353561264)
"2667",NA,"2007","05",NA,"squid long finned",c(-68.7923594970774, 43.9263602372024)
"2668","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.170333, 42.146333)
"2669","MARITIMES SPRING RESEARCH VESSEL SURVEY","2019","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.472833, 42.620333)
"2670",NA,"2013","10",NA,"squid long finned",c(-68.724379705054, 44.2478850999344)
"2671","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2014","07",NA,NA,c(-64.4457, 43.4265)
"2672",NA,"2012","05",NA,"squid long finned",c(-69.5126800055992, 43.6905600040003)
"2673","MARITIMES SPRING RESEARCH VESSEL SURVEY","2014","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-64.6135, 42.696333)
"2674",NA,"2016","05",NA,"squid long finned",c(-67.6806704620899, 44.3676252811593)
"2675",NA,"2016","10",NA,"squid long finned",c(-69.0069801066658, 44.1496300078359)
"2676","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.015333, 42.712667)
"2677",NA,"2000","04","1",NA,c(-68.584, 42.992)
"2678",NA,"2015","05",NA,"squid long finned",c(-68.7847249986083, 43.9339903017944)
"2679","MARITIMES SPRING RESEARCH VESSEL SURVEY","2019","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.472833, 42.620333)
"2680",NA,"2002","11",NA,"squid long finned",c(-68.5450003335743, 44.0157901086345)
"2681",NA,"2004","10",NA,"squid long finned",c(-68.6305805044869, 43.9111801895755)
"2682",NA,"2011","05",NA,"squid long finned",c(-70.3328417053318, 43.2124666685321)
"2683","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.170333, 42.146333)
"2684",NA,"2017","05",NA,"squid long finned",c(-70.4363752371733, 42.9188253088078)
"2685",NA,"2002","10",NA,"squid long finned",c(-70.4959407137329, 42.990135206249)
"2686",NA,"2017","05",NA,"squid long finned",c(-70.1145504250748, 43.5153000811412)
"2687",NA,"2000","10","329",NA,c(-70.07233, 42.40183)
"2688","MARITIMES SPRING RESEARCH VESSEL SURVEY","2017","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-68.9455, 42.107167)
"2689",NA,"2002","10","3635",NA,c(-70.536, 42.096)
"2690",NA,"2013","10",NA,"squid long finned",c(-69.174784645708, 43.7503550854356)
"2691",NA,"2014","06",NA,"squid long finned",c(-67.6331055796581, 44.2832252662915)
"2692",NA,"2015","10",NA,"squid long finned",c(-70.0152152636412, 43.5370250684849)
"2693",NA,"2014","10",NA,"squid long finned",c(-70.0186852524399, 43.7870000513146)
"2694","MARITIMES SPRING RESEARCH VESSEL SURVEY","2012","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.875667, 42.468833)
"2695","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2017","07",NA,NA,c(-65.7585, 42.5405)
"2696",NA,"2012","10",NA,"squid long finned",c(-69.4096002047376, 43.7424400269366)
"2697",NA,"2013","10",NA,"squid long finned",c(-67.9105906071283, 44.2521452204249)
"2698","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-67.154167, 44.1725)
"2699",NA,"2000","04","1",NA,c(-65.90267, 42.07383)
"2700","MARITIMES SPRING RESEARCH VESSEL SURVEY","2013","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-67.678333, 42.085833)
"2701",NA,"2001","10",NA,"squid long finned",c(-68.7540002636608, 43.9055500209021)
"2702","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.326667, 42.3955)
"2703",NA,"2013","10",NA,"squid long finned",c(-68.4917246250943, 44.3843000549829)
"2704","MARITIMES SPRING RESEARCH VESSEL SURVEY","2017","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-68.9455, 42.107167)
"2705","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.170333, 42.146333)
"2706",NA,"2016","10",NA,"squid long finned",c(-67.6892555792102, 44.3636752464065)
"2707",NA,"2014","10",NA,"squid long finned",c(-68.9555955072668, 43.5419502025298)
"2708","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"2709",NA,"2000","11",NA,"squid long finned",c(-68.5427015229293, 44.0150506883595)
"2710","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2012","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.666167, 44.915167)
"2711",NA,"2019","09",NA,"squid long finned",c(-70.0572724148589, 43.7826735809561)
"2712","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.342, 44.208833)
"2713","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"2714",NA,"2013","06",NA,"squid long finned",c(-67.5029005703656, 44.297600223851)
"2715",NA,"2013","09",NA,"squid long finned",c(-70.5089404593993, 42.9822652191405)
"2716",NA,"2012","10",NA,"squid long finned",c(-70.0051251597656, 43.6524750525952)
"2717","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"2718","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"2719","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.661833, 42.94)
"2720",NA,"2007","04","10",NA,c(-65.70828, 42.26436)
"2721",NA,"2013","09",NA,"squid long finned",c(-70.4998804910155, 42.929845221776)
"2722","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.128333, 44.551833)
"2723",NA,"2012","10",NA,"squid long finned",c(-68.7782498654295, 44.1056801162829)
"2724",NA,"2013","10",NA,"squid long finned",c(-69.8048055167954, 43.664315136306)
"2725",NA,"2008","06",NA,"squid long finned",c(-67.7240847359648, 44.459975025006)
"2726",NA,"2013","05",NA,"squid long finned",c(-68.0754344912801, 44.2214351820444)
"2727",NA,"2010","11",NA,"squid long finned",c(-67.8104254963546, 44.193885320611)
"2728",NA,"2007","05",NA,"squid long finned",c(-68.9393853739114, 43.6139950567999)
"2729",NA,"2005","10","4",NA,c(-68.31297, 43.97372)
"2730","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"2731","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2016","06",NA,NA,c(-64.0368, 43.5262)
"2732","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.519333, 42.878667)
"2733",NA,"2005","11","8",NA,c(-70.52448, 42.58182)
"2734",NA,"2017","06",NA,"squid long finned",c(-67.0312355063975, 44.7618253947097)
"2735","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.015333, 42.712667)
"2736","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2013","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.589333, 43.3845)
"2737","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2012","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-67.105333, 44.142667)
"2738",NA,"2013","05",NA,"squid long finned",c(-68.7578248919147, 44.1398250094883)
"2739","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"2740","MARITIMES SPRING RESEARCH VESSEL SURVEY","2015","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.015167, 42.219333)
"2741",NA,"2004","11",NA,"squid long finned",c(-68.5449803565245, 44.0146651802041)
"2742","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"2743","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.661833, 42.94)
"2744","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.425667, 42.362)
"2745","MARITIMES SPRING RESEARCH VESSEL SURVEY","2012","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.238333, 42.349167)
"2746","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"2747",NA,"2002","10","1",NA,c(-69.6325, 42.11)
"2748",NA,"2006","10",NA,"squid long finned",c(-69.7103102450793, 43.600540028712)
"2749","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2013","07",NA,NA,c(-65.3595, 42.6498)
"2750",NA,"2007","04","10",NA,c(-68.50591, 42.13964)
"2751","MARITIMES SPRING RESEARCH VESSEL SURVEY","2019","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.472833, 42.620333)
"2752",NA,"2008","09",NA,"squid long finned",c(-70.7488804747429, 42.9316351276515)
"2753","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.495833, 42.607333)
"2754","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.519333, 42.878667)
"2755","MARITIMES SPRING RESEARCH VESSEL SURVEY","2014","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-64.6135, 42.696333)
"2756",NA,"2005","10",NA,"squid long finned",c(-70.6510853807234, 42.9840000701094)
"2757",NA,"2008","10","20",NA,c(-66.58415, 43.34197)
"2758",NA,"2013","05",NA,"squid long finned",c(-70.7200254419049, 42.9460752630938)
"2759",NA,"2013","10",NA,"squid long finned",c(-68.9385653965954, 43.6162500624917)
"2760","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.519333, 42.878667)
"2761",NA,"2010","10",NA,"squid long finned",c(-68.1250905663617, 44.1376702809454)
"2762","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"2763",NA,"2001","10","1",NA,c(-68.68061, 43.78878)
"2764",NA,"2013","09",NA,"squid long finned",c(-70.2714503305277, 43.5294752585266)
"2765","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.425667, 42.362)
"2766",NA,"2008","11","3",NA,c(-70.67232, 42.34957)
"2767","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2015","07",NA,NA,c(-65.5798, 44.96)
"2768","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.243167, 42.6935)
"2769",NA,"2015","09",NA,"squid long finned",c(-70.6727552622278, 42.9919600437311)
"2770","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.015333, 42.712667)
"2771",NA,"2015","06",NA,"squid long finned",c(-67.5643955137732, 44.3793352796594)
"2772","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.9415, 43.014667)
"2773",NA,"2007","10",NA,"squid long finned",c(-68.7236395381264, 44.2486251271005)
"2774",NA,"2013","10",NA,"squid long finned",c(-68.025995320421, 44.1930400678203)
"2775","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2012","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-67.105333, 44.142667)
"2776",NA,"2012","10",NA,"squid long finned",c(-68.1307150431068, 44.2918100048406)
"2777",NA,"2017","10",NA,"squid long finned",c(-69.6947598350611, 43.7182850129225)
"2778","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2012","07",NA,NA,c(-66.0655, 44.8405)
"2779","MARITIMES SPRING RESEARCH VESSEL SURVEY","2012","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.875667, 42.468833)
"2780","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"2781",NA,"2014","06",NA,"squid long finned",c(-67.2962753262217, 44.5890502028205)
"2782",NA,"2014","09",NA,"squid long finned",c(-70.6655301011835, 42.9799250227891)
"2783",NA,"2002","10",NA,"squid long finned",c(-70.2012854988551, 43.5032851428321)
"2784",NA,"2014","10",NA,"squid long finned",c(-70.5816549879744, 43.1798250031169)
"2785",NA,"2007","05",NA,"squid long finned",c(-68.5851005414042, 43.9490203013217)
"2786",NA,"2001","10","7",NA,c(-70.6985, 42.69557)
"2787","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"2788",NA,"2008","10",NA,"squid long finned",c(-68.7779744595366, 44.1119501379719)
"2789",NA,"2017","11",NA,"squid long finned",c(-67.8362256003809, 44.2435302856872)
"2790",NA,"2017","05",NA,"squid long finned",c(-70.1154204179955, 43.5147750686126)
"2791",NA,"2018","05",NA,"squid long finned",c(-69.7090301696121, 43.6307500139251)
"2792",NA,"2002","10",NA,"squid long finned",c(-69.4868002443144, 43.8320000299656)
"2793",NA,"2006","10",NA,"squid long finned",c(-70.5047004352249, 43.2428400946432)
"2794",NA,"2008","10",NA,"squid long finned",c(-70.381564514808, 42.9828002902678)
"2795",NA,"2013","09",NA,"squid long finned",c(-70.5315649315463, 43.2820850053991)
"2796","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"2797","MARITIMES SPRING RESEARCH VESSEL SURVEY","2019","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.754833, 42.272833)
"2798","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2014","07",NA,NA,c(-64.7437, 43.437)
"2799",NA,"2012","10",NA,"squid long finned",c(-68.0202250497675, 44.1875150047122)
"2800","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2016","07",NA,NA,c(-66.0817, 42.2123)
"2801","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2014","07",NA,NA,c(-66.9415, 43.0147)
"2802",NA,"2000","11",NA,"squid long finned",c(-68.7511995764477, 43.8900501643182)
"2803",NA,"2010","05",NA,"squid long finned",c(-70.2869604984148, 43.4265751353917)
"2804","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2013","07",NA,NA,c(-64.2878, 42.8038)
"2805",NA,"2018","05",NA,"squid long finned",c(-68.3155594632223, 44.21053016841)
"2806","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2015","07",NA,NA,c(-65.5798, 44.96)
"2807","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"2808","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.170333, 42.146333)
"2809",NA,"2016","09",NA,"squid long finned",c(-70.3949604027512, 43.1160001416555)
"2810",NA,"2014","06",NA,"squid long finned",c(-67.1123256037977, 44.6848752092164)
"2811","MARITIMES SPRING RESEARCH VESSEL SURVEY","2019","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.472833, 42.620333)
"2812","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.519333, 42.878667)
"2813","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.8455, 43.3435)
"2814",NA,"2003","10",NA,"squid long finned",c(-69.9119999916376, 43.5162501752185)
"2815","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"2816",NA,"2015","10",NA,"squid long finned",c(-68.0619645219891, 44.2987002978603)
"2817",NA,"2003","10","1",NA,c(-67.0875, 42.22317)
"2818","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.342, 44.208833)
"2819",NA,"2016","05",NA,"squid long finned",c(-69.0369898753498, 43.8767650151282)
"2820","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.4185, 43.232333)
"2821",NA,"2002","05",NA,"squid long finned",c(-69.7421499951797, 43.7026000029652)
"2822",NA,"2015","10",NA,"squid long finned",c(-67.6220001969274, 44.3353101701955)
"2823","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"2824","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.6815, 44.850333)
"2825","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2015","07",NA,NA,c(-64.5193, 42.8787)
"2826",NA,"2009","10",NA,"squid long finned",c(-68.782310056305, 43.9346453512882)
"2827",NA,"2008","05",NA,"squid long finned",c(-70.0287155671136, 43.7708401205172)
"2828",NA,"2015","09",NA,"squid long finned",c(-70.7411604326616, 42.9376300957731)
"2829",NA,"2018","05",NA,"squid long finned",c(-70.4416105458892, 43.0775702449266)
"2830",NA,"2019","09",NA,"squid long finned",c(-70.5659708153484, 42.9546933731691)
"2831","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.519333, 42.878667)
"2832",NA,"2011","05",NA,"squid long finned",c(-69.3563588203317, 43.8100667755794)
"2833",NA,"2011","05",NA,"squid long finned",c(-70.2274172032103, 43.5121168903438)
"2834",NA,"2017","10",NA,"squid long finned",c(-68.3073851407738, 43.9801853173518)
"2835",NA,"2011","10",NA,"squid long finned",c(-68.7917313601097, 43.9248751820942)
"2836","MARITIMES SPRING RESEARCH VESSEL SURVEY","2017","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-68.7895, 42.113667)
"2837",NA,"2005","11","87",NA,c(-70.06032, 42.07933)
"2838","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.9415, 43.014667)
"2839","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.170333, 42.146333)
